# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       3.03        3031963.58
2                       5.96        2982036.26
4                      12.04        3009922.77
8                      24.24        3030309.77
16                     47.65        2978420.83
32                     97.55        3048587.63
64                    185.68        2901288.82
128                   357.20        2790658.05
256                   683.99        2671844.59
512                  1123.35        2194045.12
1024                 2035.28        1987579.61
2048                 3533.06        1725129.18
4096                 2946.56         719373.98
8192                 4748.31         579627.11
16384                7183.56         438449.68
32768                9158.48         279494.51
65536               10008.90         152723.63
131072              10678.52          81470.64
262144              10873.38          41478.64
524288              11027.28          21032.86
1048576             11064.82          10552.24
2097152             11095.88           5290.93
4194304             11093.91           2644.99
