# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       3.36        3363463.13
2                       6.79        3394745.70
4                      13.50        3375912.38
8                      27.21        3401308.84
16                     55.81        3488179.24
32                    112.30        3509419.75
64                    220.50        3445236.78
128                   427.67        3341192.44
256                   835.40        3263271.41
512                  1282.52        2504929.72
1024                 2274.92        2221603.03
2048                 3916.43        1912319.49
4096                 3400.98         830316.42
8192                 5213.36         636396.73
16384                7792.32         475605.57
32768                9506.13         290104.15
65536               10465.44         159689.95
131072              10869.89          82930.66
262144              11074.80          42247.00
524288              11204.19          21370.29
1048576             11260.62          10738.97
2097152             11293.25           5385.04
4194304             11301.29           2694.44
