# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       3.06        3064406.16
2                       6.10        3052203.31
4                      12.17        3043486.72
8                      24.44        3054573.44
16                     49.08        3067608.75
32                     97.57        3049014.04
64                    187.68        2932497.30
128                   366.79        2865546.07
256                   702.44        2743921.31
512                  1141.33        2229163.98
1024                 2070.78        2022243.80
2048                 3628.25        1771605.06
4096                 2990.90         730199.81
8192                 4789.91         584705.71
16384                7209.68         440043.93
32768                9160.05         279542.58
65536               10060.27         153507.54
131072              10685.32          81522.52
262144              10892.07          41549.95
524288              11035.25          21048.07
1048576             11069.44          10556.64
2097152             11127.49           5306.00
4194304             11086.22           2643.16
