# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       3.00        2999313.39
2                       6.07        3032944.79
4                      12.07        3016448.65
8                      23.81        2976110.76
16                     47.97        2998426.44
32                     95.42        2981887.32
64                    184.44        2881833.61
128                   364.10        2844515.62
256                   703.39        2747629.93
512                  1137.93        2222522.96
1024                 2069.17        2020677.59
2048                 3603.24        1759395.47
4096                 3001.62         732817.34
8192                 4789.89         584702.94
16384                7244.13         442146.69
32768                9236.84         281885.86
65536               10096.06         154053.67
131072              10691.56          81570.13
262144              10881.83          41510.87
524288              11032.78          21043.36
1048576             11067.15          10554.45
2097152             11074.48           5280.72
4194304             11105.77           2647.82
