# OSU MPI Bandwidth Test v7.2
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
1                       3.51
2                       6.86
4                      13.88
8                      27.51
16                     54.82
32                    109.06
64                    222.67
128                   449.22
256                   837.04
512                  1137.24
1024                 1950.28
2048                 3595.19
4096                 3329.71
8192                 4988.80
16384                7439.38
32768                9297.45
65536               10446.56
131072              10591.13
262144              10971.58
524288              11160.53
1048576             11235.52
2097152             11278.07
4194304             11271.46
