# OSU MPI Bandwidth Test v7.2
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
1                       3.06
2                       6.17
4                      12.54
8                      24.39
16                     48.47
32                     96.99
64                    190.96
128                   371.26
256                   703.36
512                  1131.52
1024                 2051.85
2048                 3514.88
4096                 2927.32
8192                 4603.25
16384                7040.34
32768                8994.33
65536                9939.77
131072              10563.86
262144              10776.65
524288              10958.23
1048576             11005.96
2097152             11038.87
4194304             11041.55
