# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       3.45        3453263.93
2                       6.67        3337237.03
4                      13.77        3443387.03
8                      27.33        3415725.98
16                     54.84        3427247.23
32                    106.79        3337219.63
64                    220.62        3447202.14
128                   423.39        3307723.97
256                   841.25        3286122.20
512                  1272.82        2485973.09
1024                 2291.92        2238202.91
2048                 3918.41        1913287.77
4096                 3425.51         836305.28
8192                 5222.38         637497.52
16384                7767.39         474083.85
32768                9495.02         289764.96
65536               10513.78         160427.48
131072              10922.78          83334.23
262144              11119.56          42417.74
524288              11243.03          21444.38
1048576             11297.95          10774.56
2097152             11345.54           5409.97
4194304             11354.82           2707.20
