# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       2.91        2908687.00
2                       5.45        2727087.45
4                      12.06        3013910.33
8                      24.29        3036568.11
16                     47.07        2941697.62
32                     95.34        2979411.94
64                    183.85        2872677.12
128                   361.53        2824423.67
256                   694.19        2711670.57
512                  1091.86        2132547.35
1024                 2017.39        1970108.23
2048                 3539.77        1728402.27
4096                 2935.55         716686.65
8192                 4738.81         578468.62
16384                7050.03         430299.97
32768                9122.52         278397.21
65536                9927.72         151484.98
131072              10546.51          80463.46
262144              10773.97          41099.42
524288              10945.25          20876.41
1048576             10994.49          10485.16
2097152             11029.40           5259.23
4194304             11033.85           2630.68
