# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       3.32        3315767.71
2                       6.63        3313357.76
4                      13.89        3471874.32
8                      27.18        3397358.14
16                     54.42        3401049.29
32                    109.55        3423511.48
64                    221.26        3457211.34
128                   432.32        3377471.08
256                   844.43        3298539.75
512                  1280.57        2501111.82
1024                 2276.91        2223540.36
2048                 3870.28        1889787.25
4096                 3458.37         844328.25
8192                 5255.57         641549.08
16384                7795.83         475819.87
32768                9585.43         292524.10
65536               10551.41         161001.78
131072              10949.28          83536.39
262144              11173.78          42624.59
524288              11307.33          21567.03
1048576             11382.10          10854.81
2097152             11412.30           5441.81
4194304             11393.94           2716.53
