# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       3.42        3423950.68
2                       6.46        3229279.88
4                      13.65        3412787.47
8                      27.77        3471134.10
16                     53.02        3314036.84
32                    111.04        3470057.58
64                    217.01        3390848.66
128                   419.84        3280004.56
256                   840.47        3283097.33
512                  1255.90        2452937.43
1024                 2191.97        2140593.30
2048                 3857.45        1883520.89
4096                 3417.13         834260.95
8192                 5165.48         630552.10
16384                7723.74         471419.55
32768                9492.40         289685.05
65536               10507.62         160333.55
131072              10908.68          83226.63
262144              11114.10          42396.91
524288              11253.14          21463.66
1048576             11309.97          10786.03
2097152             11348.18           5411.23
4194304             11258.68           2684.28
