# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       3.20        3204547.09
2                       6.29        3146130.85
4                      12.92        3229453.26
8                      26.74        3342915.84
16                     52.77        3297950.45
32                    107.00        3343726.75
64                    215.43        3366044.98
128                   419.28        3275601.54
256                   804.40        3142176.72
512                  1237.87        2417709.39
1024                 2210.02        2158222.75
2048                 3676.03        1794937.98
4096                 3289.93         803204.41
8192                 5118.50         624816.58
16384                7655.36         467246.34
32768                9436.66         287984.12
65536               10438.10         159272.75
131072              10865.39          82896.31
262144              11084.01          42282.13
524288              11224.73          21409.48
1048576             11287.39          10764.50
2097152             11321.22           5398.38
4194304             11324.74           2700.03
