# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       3.34        3343004.37
2                       6.69        3342892.96
4                      13.47        3367979.32
8                      26.19        3273138.44
16                     53.84        3365158.09
32                    108.83        3400843.08
64                    213.69        3338919.07
128                   428.21        3345372.49
256                   799.85        3124408.38
512                  1227.16        2396803.65
1024                 2215.44        2163513.99
2048                 3827.40        1868847.93
4096                 3360.45         820422.18
8192                 5150.33         628702.87
16384                7701.48         470061.24
32768                9427.96         287718.39
65536               10456.96         159560.50
131072              10866.26          82903.00
262144              11049.55          42150.70
524288              11193.77          21350.42
1048576             11254.08          10732.73
2097152             11313.59           5394.74
4194304             11314.77           2697.65
