# OSU MPI Bandwidth Test v7.2
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
1                       3.46
2                       6.88
4                      14.05
8                      27.98
16                     56.12
32                    112.64
64                    224.59
128                   430.80
256                   830.39
512                  1139.90
1024                 1938.03
2048                 3448.78
4096                 3294.39
8192                 5036.93
16384                7561.35
32768                9367.51
65536               10412.03
131072              10844.12
262144              11059.40
524288              11186.12
1048576             11258.94
2097152             11294.10
4194304             11243.04
