# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       2.96        2960761.99
2                       5.82        2910644.13
4                      11.79        2948058.34
8                      23.31        2914280.32
16                     47.17        2948401.68
32                     91.21        2850296.67
64                    180.84        2825574.25
128                   354.33        2768197.70
256                   665.97        2601461.26
512                  1112.21        2172289.43
1024                 2007.87        1960805.82
2048                 3582.50        1749265.48
4096                 2949.55         720104.83
8192                 4741.59         578807.29
16384                7156.98         436827.09
32768                9167.83         279779.87
65536               10018.25         152866.29
131072              10612.41          80966.29
262144              10826.24          41298.82
524288              10978.16          20939.18
1048576             11018.35          10507.91
2097152             11065.16           5276.28
4194304             11074.38           2640.34
