# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       2.96        2958698.05
2                       5.80        2902228.46
4                      11.84        2960987.87
8                      23.48        2935437.39
16                     47.29        2955838.98
32                     94.58        2955676.13
64                    179.02        2797224.68
128                   357.31        2791522.76
256                   678.19        2649161.01
512                  1109.14        2166290.56
1024                 2053.01        2004893.32
2048                 3599.63        1757629.87
4096                 2980.98         727777.16
8192                 4771.18         582419.67
16384                7218.21         440564.79
32768                9172.17         279912.37
65536                9990.18         152438.02
131072              10430.43          79577.86
262144              10610.53          40475.94
524288              10978.29          20939.42
1048576             11008.49          10498.51
2097152             11050.61           5269.34
4194304             11045.56           2633.47
