# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       3.10        3100182.79
2                       6.11        3053627.42
4                      12.40        3100807.04
8                      24.65        3081601.63
16                     48.71        3044333.92
32                     96.57        3017773.98
64                    190.23        2972405.72
128                   365.20        2853119.58
256                   695.90        2718378.15
512                  1144.43        2235214.33
1024                 2064.12        2015738.38
2048                 3592.48        1754138.86
4096                 2993.24         730770.55
8192                 4749.96         579828.87
16384                7174.87         437919.06
32768                9167.23         279761.51
65536                9967.01         152084.46
131072              10587.87          80779.01
262144              10856.07          41412.60
524288              11027.31          21032.93
1048576             11071.40          10558.51
2097152             11113.88           5299.51
4194304             11103.57           2647.30
