# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       3.11        3110476.29
2                       6.18        3090224.11
4                      12.41        3102533.90
8                      24.71        3088667.74
16                     49.55        3096882.63
32                     97.41        3044053.30
64                    189.15        2955421.30
128                   364.83        2850211.25
256                   691.54        2701336.52
512                  1143.21        2232838.36
1024                 2044.40        1996482.32
2048                 3555.28        1735978.74
4096                 3001.68         732832.13
8192                 4793.00         585082.58
16384                7214.28         440324.81
32768                9207.97         281004.91
65536               10017.59         152856.27
131072              10667.95          81390.02
262144              10897.54          41570.80
524288              11068.46          21111.40
1048576             11109.13          10594.49
2097152             11151.92           5317.65
4194304             11144.40           2657.03
