# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       3.00        2997262.33
2                       6.01        3005449.16
4                      11.92        2981083.81
8                      23.90        2988041.90
16                     47.71        2981775.76
32                     94.82        2962973.94
64                    182.62        2853457.06
128                   358.98        2804517.96
256                   692.33        2704430.77
512                  1108.01        2164075.54
1024                 2041.84        1993982.97
2048                 3565.29        1740862.02
4096                 2934.71         716482.54
8192                 4723.03         576541.68
16384                7152.43         436549.95
32768                9089.94         277403.07
65536                9942.04         151703.47
131072              10618.21          81010.52
262144              10814.98          41255.89
524288              10963.87          20911.92
1048576             11015.72          10505.41
2097152             11058.94           5273.32
4194304             11055.64           2635.87
