# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       3.35        3352834.96
2                       6.62        3308765.06
4                      13.12        3281183.70
8                      26.50        3312784.06
16                     53.54        3346497.79
32                    107.72        3366103.76
64                    216.53        3383280.96
128                   421.06        3289516.12
256                   808.55        3158402.42
512                  1205.55        2354594.59
1024                 2180.93        2129809.71
2048                 3742.68        1827481.36
4096                 3316.45         809681.01
8192                 5089.14         621233.09
16384                7624.94         465389.70
32768                9383.42         286359.15
65536               10409.28         158832.99
131072              10840.94          82709.83
262144              11048.78          42147.74
524288              11179.17          21322.57
1048576             11239.29          10718.62
2097152             11278.11           5377.82
4194304             11288.60           2691.41
