# OSU MPI Bandwidth Test v7.2
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
1                       8.84
2                      17.58
4                      34.61
8                      69.36
16                    137.56
32                    277.13
64                    557.26
128                  1070.02
256                  1900.21
512                  2899.63
1024                 5476.25
2048                 9364.41
4096                 8514.85
8192                13342.47
16384               21904.58
32768               28327.84
65536               31990.53
131072              33970.13
262144              34140.67
524288              35903.80
1048576             35114.58
2097152             35326.72
4194304             35111.23
