# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       4.70        4698161.48
2                       9.50        4748782.36
4                      19.01        4753142.22
8                      38.12        4764818.25
16                     76.02        4751048.76
32                    152.72        4772497.65
64                    297.83        4653646.20
128                   568.37        4440367.63
256                  1100.49        4298797.02
512                  1780.41        3477367.15
1024                 3443.39        3362683.78
2048                 6063.66        2960770.90
4096                 5446.18        1329634.04
8192                 9567.12        1167860.98
16384               15777.87         963005.06
32768               22377.27         682900.16
65536               25665.91         391630.70
131072              27642.66         210896.73
262144              28042.74         106974.58
524288              31159.92          59432.82
1048576             31604.27          30140.18
2097152             28755.90          13711.88
4194304             28699.42           6842.47
