# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       4.60        4600006.44
2                       9.34        4671372.25
4                      19.15        4788542.10
8                      38.38        4797068.27
16                     77.30        4831075.77
32                    155.70        4865689.48
64                    303.03        4734886.32
128                   567.99        4437422.53
256                  1119.59        4373403.07
512                  1807.69        3530654.05
1024                 3432.69        3352232.94
2048                 5970.12        2915098.13
4096                 5455.37        1331878.62
8192                 9474.91        1156604.77
16384               15767.60         962378.00
32768               22490.80         686364.63
65536               25791.59         393548.43
131072              27777.82         211927.96
262144              28202.34         107583.38
524288              28564.03          54481.56
1048576             30060.49          28667.92
2097152             28858.14          13760.63
4194304             28808.04           6868.37
