# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       4.66        4658141.20
2                       9.31        4657292.41
4                      19.08        4769871.94
8                      38.13        4766027.16
16                     76.89        4805564.96
32                    154.59        4830865.00
64                    299.14        4674124.43
128                   570.04        4453401.97
256                  1105.46        4318194.24
512                  1794.43        3504738.98
1024                 3404.20        3324414.38
2048                 5968.91        2914507.79
4096                 5356.08        1307635.86
8192                 9042.02        1103761.61
16384               15229.07         929508.50
32768               22505.81         686822.82
65536               25792.77         393566.41
131072              27760.28         211794.13
262144              28107.57         107221.86
524288              28537.76          54431.45
1048576             31836.08          30361.25
2097152             28837.38          13750.74
4194304             28850.64           6878.53
