# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       7.34        7344825.92
2                      15.00        7501299.54
4                      31.34        7834805.09
8                      63.01        7876780.57
16                    126.74        7921396.97
32                    253.74        7929425.14
64                    497.77        7777652.47
128                   956.20        7470284.90
256                  1896.37        7407695.48
512                  2898.53        5661198.83
1024                 5839.85        5702980.07
2048                 9270.05        4526389.70
4096                 8384.73        2047052.59
8192                13841.05        1689581.71
16384               22076.72        1347456.30
32768               28440.32         867929.75
65536               31969.60         487817.42
131072              33359.47         254512.59
262144              34244.70         130633.18
524288              34777.19          66332.22
1048576             37070.99          35353.65
2097152             35782.28          17062.32
4194304             35184.73           8388.69
