# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       7.34        7336583.90
2                      14.89        7444102.35
4                      29.58        7394741.35
8                      60.33        7541225.76
16                    121.54        7596502.29
32                    249.24        7788637.79
64                    487.65        7619528.38
128                   911.94        7124515.49
256                  1836.60        7174214.71
512                  2953.32        5768212.84
1024                 5815.46        5679158.09
2048                 9253.64        4518377.33
4096                 8463.62        2066314.42
8192                13658.70        1667321.79
16384               22058.33        1346333.47
32768               28418.20         867254.54
65536               31919.84         487058.11
131072              33304.02         254089.50
262144              34277.63         130758.80
524288              35016.29          66788.27
1048576             36740.64          35038.61
2097152             35340.25          16851.54
4194304             35216.48           8396.26
