# OSU MPI Bandwidth Test v7.2
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
1                       8.86
2                      17.54
4                      34.70
8                      69.23
16                    137.46
32                    275.33
64                    552.23
128                  1069.52
256                  1893.13
512                  2896.81
1024                 5487.33
2048                 9342.81
4096                 8341.90
8192                13455.93
16384               21953.02
32768               28464.91
65536               31993.55
131072              33395.23
262144              34328.42
524288              34956.90
1048576             35233.33
2097152             35364.17
4194304             35085.40
