# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       7.40        7399433.32
2                      15.12        7559632.51
4                      30.42        7604374.80
8                      60.95        7619142.86
16                    120.61        7538002.43
32                    245.60        7674847.41
64                    488.87        7638564.15
128                   949.22        7415757.00
256                  1882.07        7351816.95
512                  2883.48        5631793.02
1024                 5832.39        5695690.30
2048                 9303.54        4542743.74
4096                 8435.76        2059512.44
8192                13668.42        1668508.72
16384               22045.91        1345575.49
32768               28214.77         861046.38
65536               31727.37         484121.19
131072              33267.45         253810.52
262144              35204.28         134293.68
524288              36606.06          69820.52
1048576             36965.74          35253.27
2097152             35795.56          17068.65
4194304             35144.32           8379.06
