# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       7.46        7460510.87
2                      14.13        7065493.93
4                      29.22        7304362.63
8                      60.15        7518420.72
16                    122.06        7628815.23
32                    237.33        7416610.36
64                    480.15        7502395.20
128                   891.57        6965379.13
256                  1853.04        7238420.45
512                  2926.84        5716493.20
1024                 5811.39        5675184.71
2048                 9298.27        4540168.54
4096                 8387.91        2047829.95
8192                13583.10        1658092.86
16384               22101.53        1348970.40
32768               28306.81         863855.19
65536               31616.14         482424.01
131072              33222.93         253470.87
262144              34201.94         130470.05
524288              34757.09          66293.88
1048576             36545.63          34852.63
2097152             35312.15          16838.14
4194304             35121.24           8373.56
