# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       4.64        4635995.74
2                       9.37        4686827.30
4                      19.02        4755418.43
8                      37.80        4724699.51
16                     75.81        4738319.63
32                    151.87        4745992.27
64                    295.71        4620393.86
128                   565.19        4415515.15
256                  1100.03        4296990.82
512                  1768.94        3454953.83
1024                 3426.14        3345837.35
2048                 5941.16        2900958.07
4096                 5369.71        1310964.16
8192                 9163.72        1118617.81
16384               15284.29         932879.09
32768               22617.27         690224.38
65536               25900.93         395216.87
131072              27845.22         212442.20
262144              28317.55         108022.87
524288              28642.93          54632.05
1048576             31814.69          30340.85
2097152             28836.90          13750.51
4194304             28757.87           6856.41
