# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       4.67        4666085.11
2                       9.35        4674408.80
4                      18.87        4716995.39
8                      37.50        4687280.74
16                     75.77        4735424.79
32                    151.18        4724354.93
64                    293.45        4585111.53
128                   554.36        4330943.35
256                  1088.74        4252894.09
512                  1771.73        3460415.10
1024                 3373.12        3294065.16
2048                 5938.08        2899452.08
4096                 5422.73        1323909.22
8192                 9493.05        1158819.61
16384               15564.99         950011.37
32768               22190.38         677196.52
65536               25814.79         393902.38
131072              27755.73         211759.41
262144              28131.07         107311.51
524288              28585.49          54522.49
1048576             28755.96          27423.82
2097152             28859.82          13761.44
4194304             28809.84           6868.80
