# OSU MPI Bandwidth Test v7.2
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
1                       5.49
2                      11.00
4                      21.98
8                      44.40
16                     88.20
32                    177.39
64                    348.36
128                   692.69
256                  1382.31
512                  1805.29
1024                 3553.91
2048                 6310.65
4096                 5532.63
8192                 9823.17
16384               16070.36
32768               21376.74
65536               26571.13
131072              27751.15
262144              28233.97
524288              28681.55
1048576             28930.39
2097152             29075.52
4194304             29027.01
