# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       4.59        4586869.94
2                       9.35        4674426.90
4                      18.64        4659130.04
8                      37.56        4694571.54
16                     75.88        4742426.23
32                    152.27        4758534.13
64                    295.48        4616880.77
128                   558.05        4359734.20
256                  1092.81        4268795.09
512                  1772.52        3461949.26
1024                 3365.47        3286594.70
2048                 5930.69        2895843.48
4096                 5496.00        1341797.03
8192                 9664.65        1179766.47
16384               15879.57         969212.19
32768               22335.15         681614.81
65536               25869.79         394741.61
131072              27793.63         212048.58
262144              28176.00         107482.92
524288              28585.52          54522.55
1048576             29817.01          28435.72
2097152             28837.49          13750.78
4194304             28770.11           6859.33
