# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       4.65        4653957.53
2                       9.31        4655518.88
4                      19.25        4813439.73
8                      38.49        4810695.02
16                     77.40        4837545.40
32                    155.26        4851746.91
64                    303.34        4739710.64
128                   573.33        4479173.91
256                  1116.36        4360790.25
512                  1803.71        3522876.76
1024                 3438.25        3357663.28
2048                 5979.20        2919529.82
4096                 5436.63        1327301.77
8192                 9538.46        1164363.14
16384               15668.60         956335.36
32768               22448.16         685063.47
65536               25827.11         394090.46
131072              27771.91         211882.87
262144              28141.85         107352.63
524288              28623.79          54595.54
1048576             31889.29          30412.00
2097152             28851.36          13757.40
4194304             28840.22           6876.04
