# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       7.37        7367529.80
2                      14.28        7140856.75
4                      29.79        7446426.16
8                      59.45        7430962.87
16                    122.28        7642428.90
32                    229.75        7179582.79
64                    463.15        7236651.74
128                   888.81        6943837.16
256                  1857.82        7257122.81
512                  2924.58        5712062.09
1024                 5819.93        5683526.17
2048                 9257.76        4520392.37
4096                 8470.35        2067956.34
8192                13584.30        1658240.26
16384               21900.50        1336700.65
32768               28389.97         866393.09
65536               31941.93         487395.16
131072              33342.95         254386.49
262144              34290.08         130806.26
524288              35070.17          66891.05
1048576             37100.27          35381.58
2097152             35406.48          16883.12
4194304             35399.80           8439.97
