# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       7.51        7511533.43
2                      14.85        7424564.68
4                      31.03        7758013.03
8                      61.31        7663606.01
16                    125.06        7815942.37
32                    246.11        7690834.23
64                    494.26        7722890.15
128                   951.21        7431353.74
256                  1860.91        7269167.86
512                  2949.02        5759806.70
1024                 5789.55        5653856.59
2048                 9233.75        4508668.55
4096                 8402.39        2051364.11
8192                13745.02        1677859.43
16384               22127.56        1350558.84
32768               28327.95         864500.42
65536               31916.70         487010.13
131072              33328.79         254278.52
262144              34178.92         130382.25
524288              35040.21          66833.90
1048576             36555.53          34862.07
2097152             35345.01          16853.81
4194304             35215.75           8396.09
