# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       7.24        7241902.28
2                      14.31        7155317.46
4                      29.23        7307858.14
8                      59.56        7445481.91
16                    117.39        7337181.07
32                    225.65        7051702.87
64                    456.36        7130698.35
128                   878.42        6862677.61
256                  1818.60        7103900.65
512                  2971.30        5803314.78
1024                 5806.33        5670247.63
2048                 9263.58        4523231.92
4096                 8417.82        2055132.79
8192                13661.70        1667687.78
16384               22074.38        1347313.00
32768               28373.74         865897.82
65536               31958.55         487648.83
131072              33360.06         254517.10
262144              34156.42         130296.40
524288              36692.82          69986.00
1048576             36453.76          34765.02
2097152             35331.21          16847.24
4194304             35142.47           8378.62
