# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       7.42        7423718.11
2                      14.44        7220174.25
4                      30.33        7583273.53
8                      61.02        7627215.10
16                    120.98        7561265.15
32                    250.43        7826076.22
64                    489.13        7642676.23
128                   938.62        7332984.41
256                  1822.94        7120868.28
512                  3055.98        5968719.99
1024                 5880.95        5743117.19
2048                 9710.02        4741219.08
4096                 8375.45        2044788.34
8192                13692.21        1671412.08
16384               22018.30        1343890.38
32768               28402.13         866764.32
65536               31887.36         486562.45
131072              33312.26         254152.35
262144              34290.70         130808.64
524288              34982.87          66724.53
1048576             36584.94          34890.12
2097152             35361.91          16861.87
4194304             35217.19           8396.43
