# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       4.67        4667168.53
2                       9.36        4680437.98
4                      19.16        4788891.09
8                      38.40        4800240.61
16                     77.31        4831573.61
32                    155.10        4846885.01
64                    301.60        4712546.10
128                   574.36        4487188.03
256                  1115.94        4359130.21
512                  1795.03        3505921.83
1024                 3453.19        3372255.13
2048                 6042.10        2950244.68
4096                 5376.98        1312738.25
8192                 9168.78        1119236.30
16384               15374.69         938396.90
32768               22390.16         683293.57
65536               25714.54         392372.77
131072              27691.53         211269.58
262144              29662.00         113151.55
524288              30577.06          58321.11
1048576             28675.13          27346.74
2097152             28776.29          13721.60
4194304             28711.88           6845.45
