# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       4.67        4667383.99
2                       9.39        4696561.41
4                      19.16        4790209.77
8                      38.25        4780882.09
16                     77.21        4825926.57
32                    155.08        4846339.61
64                    301.11        4704776.38
128                   569.15        4446522.89
256                  1115.65        4358018.28
512                  1808.47        3532177.06
1024                 3497.66        3415680.22
2048                 6102.55        2979758.32
4096                 5431.91        1326149.20
8192                 9481.55        1157415.42
16384               15508.77         946580.06
32768               22509.82         686945.33
65536               25736.30         392704.80
131072              27758.70         211782.05
262144              28068.86         107074.20
524288              29303.82          55892.60
1048576             28727.99          27397.15
2097152             28801.32          13733.54
4194304             28743.55           6853.00
