# OSU MPI Bandwidth Test v7.2
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
1                       8.57
2                      17.48
4                      34.60
8                      68.81
16                    137.69
32                    276.21
64                    549.83
128                  1069.90
256                  1890.19
512                  2893.51
1024                 5490.95
2048                 9303.00
4096                 8422.01
8192                13292.47
16384               21728.43
32768               28344.35
65536               31820.83
131072              34371.81
262144              35610.99
524288              36425.75
1048576             35033.39
2097152             35160.51
4194304             34988.47
