# OSU MPI Bandwidth Test v7.2
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
1                       5.59
2                      11.13
4                      22.25
8                      44.46
16                     89.14
32                    176.68
64                    352.29
128                   696.12
256                  1391.07
512                  1799.14
1024                 3538.60
2048                 6222.76
4096                 5373.95
8192                 9147.41
16384               15429.14
32768               21537.19
65536               25672.48
131072              27730.59
262144              30155.22
524288              29274.87
1048576             30771.24
2097152             29116.52
4194304             28977.37
