# OSU MPI Bandwidth Test v7.2
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
1                       5.48
2                      10.99
4                      22.11
8                      44.47
16                     88.34
32                    176.28
64                    351.75
128                   690.25
256                  1366.93
512                  1804.12
1024                 3595.46
2048                 6479.20
4096                 5690.36
8192                10221.68
16384               16354.70
32768               23246.86
65536               25637.79
131072              27775.90
262144              28232.69
524288              28652.39
1048576             28936.82
2097152             29074.01
4194304             29047.59
