# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       4.66        4659982.89
2                       9.57        4784819.20
4                      19.20        4800394.71
8                      38.53        4815979.90
16                     77.41        4837900.84
32                    155.56        4861371.53
64                    301.15        4705504.18
128                   567.79        4435838.92
256                  1118.92        4370768.76
512                  1806.26        3527845.12
1024                 3421.89        3341693.66
2048                 5981.06        2920441.20
4096                 5352.70        1306811.09
8192                 9024.10        1101575.20
16384               15266.65         931802.10
32768               22507.11         686862.64
65536               25717.38         392416.06
131072              27692.71         211278.59
262144              28259.20         107800.30
524288              30913.53          58962.88
1048576             31711.38          30242.33
2097152             28761.80          13714.70
4194304             28733.32           6850.56
