# OSU MPI Bandwidth Test v7.2
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
1                       8.85
2                      17.50
4                      34.61
8                      69.15
16                    137.70
32                    271.03
64                    547.97
128                  1070.78
256                  1885.92
512                  2914.30
1024                 5505.37
2048                 9263.73
4096                 8485.26
8192                13461.25
16384               21761.76
32768               28472.82
65536               32034.23
131072              33385.47
262144              34323.00
524288              34837.89
1048576             35182.19
2097152             35314.61
4194304             35157.72
