# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       7.57        7569652.03
2                      15.50        7748178.39
4                      31.03        7756534.03
8                      62.18        7772464.97
16                    124.28        7767300.42
32                    243.17        7599090.96
64                    486.40        7599970.79
128                   930.09        7266290.00
256                  1858.10        7258208.38
512                  2914.48        5692351.36
1024                 5818.42        5682050.23
2048                 9301.39        4541694.74
4096                 8424.07        2056656.52
8192                13707.71        1673304.41
16384               22084.18        1347911.47
32768               28321.08         864290.92
65536               31929.85         487210.91
131072              33298.70         254048.94
262144              34149.21         130268.90
524288              34829.76          66432.50
1048576             36566.44          34872.47
2097152             35384.07          16872.44
4194304             35160.56           8382.93
