# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       7.94        7944800.52
2                      15.61        7806392.68
4                      31.44        7860317.25
8                      63.80        7974456.82
16                    128.63        8039126.43
32                    256.13        8003910.91
64                    510.99        7984184.33
128                   982.60        7676590.06
256                  1889.91        7382474.47
512                  3064.20        5984761.11
1024                 5897.80        5759569.82
2048                 9739.03        4755386.98
4096                 8466.71        2067067.29
8192                13578.20        1657495.58
16384               22073.91        1347284.27
32768               28360.09         865481.39
65536               31683.85         483457.22
131072              33270.68         253835.12
262144              34074.63         129984.39
524288              34869.86          66508.99
1048576             37079.18          35361.46
2097152             35097.12          16735.61
4194304             34997.17           8343.98
