# OSU MPI Bandwidth Test v7.1
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
2                       4.94
4                      10.24
8                      19.80
16                     40.70
32                     82.45
64                    162.45
128                   317.03
256                   631.25
