# OSU MPI Bandwidth Test v7.1
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
2                       4.24
4                       8.69
8                      17.60
16                     35.32
32                     69.64
64                    137.53
128                   277.54
256                   560.51
