# OSU MPI Multiple Bandwidth / Message Rate Test v7.1
# OSU MPI Multiple Bandwidth / Message Rate Test v7.1

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
2                       3.92        1959751.66
4                       8.10        2024802.07
8                      15.92        1989648.37
16                     31.72        1982337.97
32                     64.56        2017370.04
64                    125.59        1962419.22
128                   255.72        1997788.56
256                   517.04        2019681.86
