# OSU MPI Bandwidth Test v7.1
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
2                       5.06
4                      10.03
8                      19.91
16                     39.94
32                     79.40
64                    162.18
128                   325.25
256                   649.14
