# OSU MPI Bandwidth Test v7.1
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
2                       4.21
4                       8.49
8                      17.26
16                     35.41
32                     69.78
64                    141.18
128                   272.86
256                   541.53
