# OSU MPI Bandwidth Test v7.1
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
2                       4.22
4                       8.55
8                      17.11
16                     34.96
32                     70.15
64                    138.00
128                   276.33
256                   552.58
