# OSU MPI Bandwidth Test v7.1
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
2                       4.23
4                       8.68
8                      17.29
16                     34.64
32                     70.34
64                    141.32
128                   272.11
256                   545.63
