# OSU MPI Bandwidth Test v7.1
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
2                       4.99
4                      10.02
8                      20.07
16                     39.90
32                     81.08
64                    163.57
128                   326.17
256                   651.47
