# OSU MPI Bandwidth Test v7.1
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
2                       5.05
4                      10.05
8                      20.45
16                     39.75
32                     80.47
64                    160.02
128                   318.07
256                   631.53
