# OSU MPI Multiple Bandwidth / Message Rate Test v7.1
# OSU MPI Multiple Bandwidth / Message Rate Test v7.1

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
2                       4.90        2450160.43
4                       9.94        2486082.12
8                      20.12        2514516.14
16                     40.48        2529992.24
32                     78.57        2455444.46
64                    161.86        2529096.16
128                   320.97        2507611.91
256                   627.62        2451646.18
