# OSU MPI Multiple Bandwidth / Message Rate Test v7.1
# OSU MPI Multiple Bandwidth / Message Rate Test v7.1

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
2                       3.90        1952348.84
4                       7.97        1993469.79
8                      15.81        1975962.69
16                     32.26        2016021.53
32                     62.37        1949070.59
64                    128.17        2002613.85
128                   254.11        1985259.02
256                   506.81        1979728.83
