# OSU MPI Bandwidth Test v7.2
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
2                       8.21
4                      16.39
8                      32.95
16                     65.64
32                    130.28
64                    256.54
128                   485.34
256                   964.85
