# OSU MPI Bandwidth Test v7.2
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
2                      17.37
4                      34.17
8                      68.54
16                    136.71
32                    272.87
64                    545.01
128                  1072.67
256                  1971.09
