# OSU MPI Bandwidth Test v7.2
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
2                       8.23
4                      16.44
8                      32.78
16                     65.77
32                    126.44
64                    256.46
128                   485.19
256                   964.16
