# OSU MPI Bandwidth Test v7.2
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
2                      17.30
4                      34.23
8                      68.44
16                    136.68
32                    272.02
64                    544.44
128                  1069.68
256                  1969.38
