# OSU MPI Bandwidth Test v7.2
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
2                      17.32
4                      32.61
8                      64.31
16                    128.96
32                    268.14
64                    545.17
128                  1075.49
256                  1970.07
