# OSU MPI Bandwidth Test v7.2
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
2                      17.27
4                      34.19
8                      68.36
16                    136.77
32                    272.13
64                    544.67
128                  1070.94
256                  1958.24
