# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
2                       7.10        3550936.74
4                      14.31        3578374.56
8                      28.67        3583186.60
16                     57.36        3585268.18
32                    115.73        3616510.68
64                    227.72        3558123.13
128                   439.82        3436092.96
256                   856.45        3345490.96
